饥渴	jike
软软	rrrr
软体	rrti
忍辱偷生	rrtu
热热身	rruf|rru
软水	rruv
冉冉升起	rruq
如日中天	rrvt
认认真真	rrvv
仁人志士	rrvu
软卧	rrwo
如入无人之境	rrwj
软文	rrwf
任人唯亲	rrwq
任人唯贤	rrwx
软弱无力	rrwl
柔韧性	rrxk|rrx
软硬	rryk|rry
荣辱与共	rryg
日日夜夜	rryy
人人有责	rryz
软座	rrzo|rrz
任人宰割	rrzg
人人自危	rrzw
绒布	rsbu
人算不如天算	rsbs
容错	rsco
熔点	rsdm
熔断	rsdr
溶洞	rsds
人所共知	rsgv
融合	rshe
荣获	rsho
融化	rshx
冗长	rsih
溶剂	rsji
溶解	rsjp
乳酸菌	rsjy
绒裤	rsku|rsk
如丧考妣	rskb
热死了	rsle|rsl
荣立	rsli
容量	rsll
容留	rslq
熔炉	rslu
戎马	rsma
容貌	rsmc
容纳	rsna|rsn
容器	rsqi
融券	rsqr
融洽	rsqx
容忍	rsrf|rsr
融入	rsru
人死如灯灭	rsrm
染色体	rsti|rst
融通	rsts
容身	rsuf|rsu
荣升	rsug
榕树	rsuu
戎装	rsvl|rsv
熔铸	rsvu
荣幸	rsxk|rsx
容许	rsxu
荣耀	rsyc
溶液	rsye
容颜	rsyj
荣膺	rsyk
蝾螈	rsyr
荣誉	rsyu
日思夜想	rsyx
融资	rszi|rsz
人同此心	rtcx
忍痛割爱	rtga
人头马	rtma|rtm
如图所示	rtsu
热腾腾	rttg|rtt
人头税	rtuv|rtu
如不	rubu|rub
乳白	rubd
人善被人欺	rubq
入室操戈	rucg
如此	ruci
人声鼎沸	rudf
入党	rudh
入地	rudi
蠕动	ruds
人生地不熟	rudu
入耳	ruer|rue
如风	rufg|ruf
乳房	rufh
人生观	rug
如果	rugo
人神共愤	rugf
入港	rugh
人身攻击	rugj
入关	rugr
入股	rugu
乳沟	rugz
如何	ruhe|ruh
入伙	ruho
入户	ruhu
如花	ruhx
入场	ruih
如潮	ruic
蠕虫	ruis
如初	ruiu
如今	rujb
人生几何	rujh
入境	rujk
乳胶	rujn
如数家珍	rujv
儒家	rujx
入库	ruku
入口	rukz
入列	rulp|rul
乳酪	rulc
如来	ruld
入流	rulq
人生路不熟	rulu
入门	rumf|rum
辱骂	ruma
如梦	rumg
入迷	rumi
乳名	rumk
入眠	rumm
辱没	rumo
乳母	rumu
如能	rung
乳娘	runl
如牛	runq
入内	runw
乳品	rupb
热水器	ruq
入侵	ruqb
弱势群体	ruqt
如期	ruqi
人山人海	rurh
人生如梦	rurm
如若	ruro
人生如棋	rurq
日上三竿	rusg
如斯	rusi
如梭	ruso
乳酸	rusr
如上所述	rusu
如同	ruts|rut
如题	ruti
如图	rutu
乳头	rutz
人是铁饭是钢	rutg
入手	ruuz|ruu
惹是生非	ruuf
儒生	ruug
如上	ruuh
如实	ruui
如数	ruuu
入睡	ruuv
乳罩	ruvc
如释重负	ruvf
入账	ruvh
入职	ruvi
入住	ruvu
入赘	ruvv
入围	ruww|ruw
入网	ruwh
入伍	ruwu
人谁无过	ruwg
乳腺	ruxm
入选	ruxr
如需	ruxu
入戏	ruxi
儒雅	ruya
如意	ruyi
如烟	ruyj
日晒雨淋	ruyl
如愿	ruyr
如用	ruys
如约	ruyt
人是衣妆	ruyv
如云	ruyy
如有	ruyz
褥子	ruzi
入座	ruzo
人生在世	ruzu
人身自由	ruzy
人生自古谁无死	ruzs
肉中刺	rvci
任重才轻	rvcq
瑞典	rvdm
任重道远	rvdy
柔中带刚	rvdg
任重而道远	rvey|rve
锐化	rvhx|rvh
人之常情	rviq
人之初，性本善	rviu
锐减	rvjm
锐角	rvjn
仁者见仁	rvjr
人之将死	rvjs
人之将死，其言也善	rvju
锐利	rvli
热胀冷缩	rvls
锐气	rvqi|rvq
绕指柔	rvrz|rvr
瑞士	rvui|rvu
睿智	rvvi|rvv
人中之龙	rvvl
日臻完美	rvwm
日臻完善	rvwu
瑞雪	rvxt|rvx
热衷于	rvy
锐意	rvyi
仁至义尽	rvyj
人为财死	rwcs
人为刀俎，我为鱼肉	rwdr|rwd
人文地理	rwdl
人往高处走	rwgz
人文关怀	rwgh
人无横财不富	rwhf
忍无可忍	rwkr
任务栏	rwlj|rwl
若无其事	rwqu
人五人六	rwrl
人无完人	rwwr
润物细无声	rwxu|rwx
人无远虑，必有近忧	rwyy|rwy
人微言轻	rwyq
人外有人	rwyr
融为一体	rwyt
绕弯子	rwzi|rwz
人心不足蛇吞象	rxbx|rxb
人心不古	rxbg
人行道	rxdc|rxd
热血沸腾	rxft
人小鬼大	rxgd
人心隔肚皮	rxgp
人性化	rxhx|rxh
人行横道	rxhd
人心惶惶	rxhh
人心难测	rxnc
日行千里	rxql
人心齐泰山移	rxqy
仁心仁术	rxru
柔心弱骨	rxrg
入乡随俗	rxss
人心所向	rxsx
任贤使能	rxun
瑞雪兆丰年	rxvn|rxv
乳臭未干	rxwg
人心向背	rxxb
日新月异	rxyy
润笔	rybi|ryb
日夜操劳	rycl
日月蹉跎	ryct
仁义道德	rydd
人有旦夕祸福	rydf
如鱼得水	rydu
如约而至	ryev
润肤	ryfu|ryf
饶有风趣	ryfq
肉眼凡胎	ryft
日月光华	rygh
润滑	ryhx|ryh
人欲横流	ryhl
软硬兼施	ryju
日夜兼程	ryji
锐意进取	ryjq
如意吉祥	ryjx
日以继夜	ryjy
人言可畏	rykw
仁义礼智信	rylx|ryl
人仰马翻	rymf
闰年	rynm|ryn
日用品	rypb|ryp
人以群分	ryqf
忍一忍	ryrf|ryr
日月如梭	ryrs
若要人不知	ryrv
若有若无	ryrw
若隐若现	ryrx
日有所思，夜有所梦	rysm|rys
润色	ryse
如意算盘	rysp
若有所思	ryss
若有所失	rysu
如影随形	rysx
人有三急	rysj
日月潭	rytj|ryt
日益突出	ryti
润湿	ryui|ryu
如蝇逐臭	ryvi
容易忘	rywh|ryw
如烟往事	rywu
软玉温香	rywx
饶有兴趣	ryxq
饶有兴致	ryxv
日月星辰	ryxi
人烟稀少	ryxu
闰月	ryyt|ryy
如愿以偿	ryyi
人云亦云	ryyy
日益严重	ryyv
润泽	ryze|ryz
肉包	rzbc|rzb
肉饼	rzbk
肉搏	rzbo
揉搓	rzco|rzc
柔道	rzdc|rzd
肉弹	rzdj
人走灯灭	rzdm
肉感	rzgj
认祖归宗	rzgz
柔和	rzhe|rzh
柔滑	rzhx
柔肠	rzih
如坐春风	rzif
揉成	rzig
人走茶凉	rzil
肉鸡	rzji|rzj
人赃俱获	rzjh
人在江湖，身不由己	rzjj
孺子可教	rzkj
蹂躏	rzlb|rzl
肉瘤	rzlq
肉类	rzlw
肉麻	rzma
揉面	rzmm
柔美	rzmw
孺子牛	rznq|rzn
柔嫩	rznf
揉捏	rznp
肉片	rzpm|rzp
肉皮	rzpi
柔情	rzqk|rzq
肉禽	rzqb
柔软	rzrr|rzr
柔韧	rzrf
柔弱	rzro
揉揉	rzrz
肉色	rzse
肉丝	rzsi
肉松	rzss
揉碎	rzsv
肉体	rzti|rzt
肉汤	rzth
柔顺	rzuy|rzu
肉身	rzuf
肉食	rzui
揉着	rzve|rzv
肉质	rzvi
如坐针毡	rzvv
肉丸	rzwj|rzw
人在屋檐下	rzwx
人在屋檐下，不得不低头	rzwt
柔性	rzxk|rzx
肉馅	rzxm
肉眼	rzyj|rzy
肉欲	rzyu
荣宗耀祖	rzyz
认贼作父	rzzf
三	s|sja|sjae
随	sve
死	sid|sidb
思	sit|sitx|sdtx
司	siv
所	so|sopj
四	si
寺	sitc
斯	siq|siqj
色	se|sedb|udd|uddb
速	suz|suzu
赛	sd|sdbr
算	sr|srv|srvc
素	suf|sufx
苏	su|sucb
损	syf|syfr
送	ss|ssz|sszt
岁	sv|svex
私	sih|sihs
索	sou|soux
诉	suyi
虽	svk|svki
松	ssm|ssms
散	sj|sjcw
孙	syz|syzx
似	sir|sirr|uirr
塞	sdb|seb|sebt
丝	siva
森	sf|sfmm
萨	sac|saci
缩	sos|susb|sosb
塑	subt
肃	suv|suvd
宋	ssb|ssbm
俗	sur|surk
酸	sry|sryw
桑	shy|shym
扫	sc|scfe
锁	soj|sojr
饲	siu|siuk
宿	sub|subb|xqb|xqbb
丧	shu|shun
洒	sad|sadx
撒	sa|saf|safw
讼	ssy
碎	svu
艘	szv|szvy
搜	sz|szfy
隧	svez
颂	ssbr
莎	socu|uac|uacu
骚	scm|scmi
遂	svz
肆	sia|siay
笋	syv|syvy
髓	svg|svgz
伞	sjr|sjru
蒜	src|srcx
穗	svh
耸	ssre
梭	som|somw
瑟	sew
绥	svs|svsn
僧	sg|sgro
粟	sux
涩	sed|sedv
溯	sudo
撕	sif|sifj
诵	ssyy
嫂	scn|scny
嗓	shk|shkm
琐	sow|sowr
泗	side
隋	sveo
邃	svzu
酥	suy
嵩	sse|ssek
夙	suj|sujd
梢	scmo|ucm|ucmo
嗣	sikk
祀	sip|sips
食	sirl|uirl|yirl
缫	scs|scsg
厮	sii
驷	sim|sime
嘶	sik
荪	syc|sycx
淞	ssd
擞	szf|szfw
嗦	sokx|sok
嗽	szkr
唢	sokr
锶	sij
啬	seu
睢	svof
祟	svi|svix
愫	suxx
腮	sdo|sdox
飒	sal|salx
娑	sodn|sod
濉	svd|svdf
嗖	szk|szky
簌	suvr
怂	ssr|ssrx
稣	sua|suah
卅	saa|saal
榫	sym|symu
搔	scf|scfi
悚	ssxu
仨	sar|sars
搡	shf|shfm
叟	szp|szpy
僳	surm
隼	syr|syru
馊	szu|szuy
谡	suyw
巳	sivv
崧	sses
蓑	soc|socy
蛳	siij
咝	siks|sika
穑	seh|sehk
羧	soy|soyw
忪	ssx|ssxs|vsxs
谇	svyu
薮	szc|szcw
眭	svo|svot
噻	sdk|sdkt
铯	sej|sejb
瘙	scb|scbi
竦	ssl
挲	sadu|sodu
叁	sjs|sjss
臊	sco|scom
菘	ssc|sscs
鳃	sda|sdax
耜	sil
飕	szj
笥	sivk
涑	sud
狲	syq|syqx
桫	somu
嗾	szku
糁	sjm|sjmp|ufmp
馓	sju|sjuw
狻	srq|srqw
飧	syx|syxl
埽	sct|sctj
嗍	soko
鸶	sisn|sivn
缌	sis|sisx
澌	sidj
姒	sin|sinr
蔌	suc|sucr
睃	soo|soow
汜	sids
溲	szd|szdy
嗉	suk|sukx
荽	svc|svcn
脎	sao|saom
毵	sjsm
磉	shum
兕	siae
锼	szjy
螋	szi|sziy
瞍	szo|szoy
璱	sewb
涘	sidu
靸	sag|sagj
潵	sadw
溞	scd
虒	sipj
㟃	sie|siek
楒	simx
溹	sodx
娀	ssnu
窣	subu
甦	sug|sugu
傃	surx
蹜	suzb
𫟦	sviz
蒐	szcg
𬭼	svjz
唆	sokw
俟	siru
什么	sm|ufme
所以	sy|soyi
思想	sx|sixl
思考	sk|sikc
所谓	sw|soww
似乎	sh|sihu
随便	sb|svbm|svb
索取	sq|soqu|soq
算了	sl|srle|srl
碎片	sp|svpm|svp
随你	sn|svni
三天	st|sjtm|sjt
撒旦	sadj
撒谎	sahl|sah
撒欢	sahr
撒娇	sajn|saj
撒开	sakd|sak
洒落	salo
洒泪	salw
撒尿	sann|san
撒泼	sapo|sap
撒气	saqi|saq
洒脱	sato|sat
撒腿	satv
撒手	sauz|sau
飒爽	saul
洒水	sauv
撒网	sawh|saw
洒下	saxx|sax
撒野	saye|say
三步并作两步	sbbb|sbb
三班倒	sbdc|sbd
随波荡漾	sbdy
斯巴达	sbda
斯巴达克	sbdk
三把火	sbho|sbh
死不悔改	sbhg
所不及	sbji|sbj
俗不可耐	sbkn
三百六十行	sblh
死不瞑目	sbmm
随便你	sbni|sbn
三部曲	sbqu|sbq
算不算	sbsr|sbs
算不上	sbuh|sbu
损兵折将	sbvj
随波逐流	sbvl
四不像	sbxl|sbx
素不相识	sbxu
虽败犹荣	sbyr
散兵游勇	sbyy
色不异空	sbyk
三步一岗，五步一哨	sbyu
腮帮子	sbzi|sbz
死不足惜	sbzx
扫把	scba
色彩斑斓	scbl
三寸不烂之舌	scbu
扫荡	scdh
扫地	scdi
骚动	scds
扫过	scgo|scg
扫黄	schl
扫货	scho
扫除	sciu|sci
三寸金莲	scjl
骚客	scke|sck
骚乱	sclr|scl
扫雷	sclw
扫码	scma
扫盲	scmh
扫描	scmn
扫墓	scmu
扫平	scpk|scp
骚扰	scrc|scr
嫂嫂	scsc
三从四德	scsd
搔头	sctz
扫射	scue|scu
扫视	scui
扫帚	scvz|scv
三寸之舌	scvu
扫尾	scww|scw
扫兴	scxk|scx
似曾相识	scxu
嫂子	sczi|scz
塞北	sdbw
色胆包天	sdbt
赛道	sddc|sdd
赛段	sddr
似懂非懂	sdfd
四大发明	sdfm
塞给	sdgw|sdg
斯德哥尔摩	sdgm
赛过	sdgo
赛后	sdhz
赛场	sdih|sdi
赛车	sdie
赛程	sdig
扫地出门	sdim
三等奖	sdjl|sdj
塞进	sdjb
赛季	sdji
四大皆空	sdjk
赛况	sdkl
死定了	sdle|sdl
随大流	sdlq
死到临头	sdlt
塞满	sdmj|sdm
赛马	sdma
四大名著	sdmv
赛跑	sdpc|sdp
赛前	sdqm|sdq
赛期	sdqi
死得其所	sdqs
赛区	sdqu
死对头	sdtz|sdt
赛艇	sdtk
所得税	sduv|sdu
塞上	sduh
赛事	sdui
锁定胜局	sduj
赛制	sdvi|sdv
僧多粥少	sdvu
塞外	sdwd|sdw
赛文	sdwf
私底下	sdxx|sdx
四大洋	sdyh
塞牙	sdya
搔到痒处	sdyi
塞子	sdzi|sdz
色斑	sebj
色彩	secd|sec
色带	sedd
色胆	sedj
色调	sedn
死而复生	sefu
色鬼	segv|seg
死而后已	sehy
色差	seia|sei
色狼	selh|sel
色拉	sela
色盲	semh
色迷	semi
色魔	semo
色情	seqk|seq
色弱	sero|ser
色素	sesu|ses
瑟瑟	sese
瑟缩	seso
色衰	seuk
涩味	seww
死而无憾	sewh
塞尔维亚	sewy
萨尔瓦多	sewd
色相	sexl|sex
色诱	seyz|sey
色欲	seyu
色泽	seze|sez
随风而去	sfeq
随风而逝	sfeu
森林	sflb|sfl
司法局	sfju|sfj
私房钱	sfqm|sfq
随风潜入夜	sfqy
三番四次	sfsc
森森	sfsf
送佛送到西	sfsx
三伏天	sftm|sft
三分钟	sfvs|sfv
随风转舵	sfvd
三分之一	sfvy
三分之二	sfve
三番五次	sfwc
四分五裂	sfwl
三分像人，七分像鬼	sfxg|sfx
森严	sfyj|sfy
三更半夜	sgby
僧道	sgdc|sgd
三个多月	sgdy
三国鼎立	sgdl
三个多小时	sgdu
三个多钟	sgdv
损公肥私	sgfs
三个和尚没水吃	sghi|sgh
三个臭皮匠	sgij|sgi
苏格兰	sglj|sgl
苏格拉底	sgld
三姑六婆	sglp
僧侣	sglv
三顾茅庐	sgml
僧尼	sgni
三个人	sgr
僧人	sgrf
僧俗	sgsu|sgs
赛过诸葛亮	sgvl
三个钟	sgv
僧众	sgvs
三个钟头	sgvt
三国志	sgvi
三纲五常	sgwi
三个星期	sgxq
三个小时	sgxu
三个月	sgy
四个月	sgyt
三国演义	sgyy
三个字	sgz
四个字	sgzi
死活不信	shbx
桑蚕	shcj|shc
丧胆	shdj
死灰复燃	shfr
松花江	shjl|shj
随行就市	shju
撒哈拉	shla|shl
丧礼	shli
嗓门	shmf|shm
丧命	shmk
桑拿	shna|shn
丧偶	shou|sho
丧气	shqi|shq
三魂七魄	shqp
四环素	shsu|shs
岁寒三友	shsy
死胡同	shts|sht
桑田	shtm
丧生	shug
桑葚	shuf
丧失	shui
四海升平	shup
桑树	shuu
俗话说	shuo
丧钟	shvs|shv
四海之内皆兄弟	shvd
三皇五帝	shwd
三呼万岁	shws
四海为家	shwj
嗓音	shyb
桑叶	shye
四海一家	shyj
嗓子	shzi|shz
丧葬	shzh
撕咬	siyc
私奔	sibf|sib
四百	sibd
撕逼	sibi
死板	sibj
思辨	sibm
四次	sici|sic
私藏	sich
思忖	sicy
丝带	sidd
死党	sidh
死敌	sidi
司法	sifa
四分	siff
四方	sifh
私服	sifu
四个	sige|sig
搜肠刮肚	sigd
死光	sigl
四顾	sigu
死鬼	sigv
丝瓜	sigx
丝毫	sihc
四海	sihd
嘶喊	sihj
死活	siho
死缓	sihr
撕毁	sihv
厮混	sihy
死后	sihz
死撑	siig
死叉	siia
四重	siis
思潮	siic
撕扯	siie
四川	siir
四处	siiu
思春	siiy
丝绸	siiz
司机	siji
死局	siju
死角	sijn
死结	sijp
私家	sijx
撕开	sikd
随处可见	sikj
四邻	silb
死牢	silc
三长两短	sild
死了	sile
私立	sili
司令	silk
思量	sill
私聊	siln
撕裂	silp
四六	silq
思路	silu
思虑	silv
四轮	sily
司马	sima
死命	simk
四面	simm
寺庙	simn
私募	simu
死难	sinj
思念	sinm
肆虐	sint
撕票	sipn
撕破	sipo
思潮起伏	siqf
四千	siqm
死囚	siqq
死去	siqu
私人	sirf
死死	sisi
思索	siso
四岁	sisv
四天	sitm
私通	sits
司徒	situ
私吞	sity
厮杀	siua
四射	siue
死神	siuf
死伤	siuh
四十	siui
私塾	siuu
死水	siuv
死守	siuz
死者	sive
四肢	sivi
丝绸之路	sivl
四周	sivz
私宅	sivd
思维	siww
丝袜	siwa
斯文	siwf
死亡	siwh
四万	siwj
死心	sixb
死刑	sixk
死穴	sixt
思绪	sixu
私下	sixx
死讯	sixy
嘶哑	siya
死因	siyb
饲养	siyh
肆意	siyi
私营	siyk
寺院	siyr
私用	siys
四月	siyt
死于	siyu
私有	siyz
私自	sizi
死在	sizd
四座	sizo
死罪	sizv
厮打	sida
四川大学	sidx
散养	sjyh
三八	sjba
三百	sjbd
三本	sjbf
三遍	sjbm
散播	sjbo
散步	sjbu
私家菜	sjcd|sjc
三次	sjci
三季度	sjd
四季度	sjdu
散打	sjda
三代	sjdd
三点	sjdm
散发	sjfa
三分	sjff
三个	sjge|sjg
三国	sjgo
三更	sjgg
三句话	sjhx|sjh
三盒	sjhe
散伙	sjho
散户	sjhu
散会	sjhv
三句话不离本行	sjhh
散场	sjih
四脚朝天	sjit
三级	sjji|sjj
所见即所得	sjjd
三教九流	sjjl
三角	sjjn
三九	sjjq
散架	sjjx
散开	sjkd|sjk
散了	sjle
三两	sjll
散落	sjlo
三流	sjlq
散乱	sjlr
所见略同	sjlt
三门	sjmf
散漫	sjmj
三枚	sjmw
三排	sjpd|sjp
三瓶	sjpk
三篇	sjpm
三陪	sjpw
三盘	sjpj
三盆	sjpf
三批	sjpi
丧家犬	sjqr|sjq
三七	sjqi
三缄其口	sjqk
三千	sjqm
三聚氰胺	sjqa
散热	sjre
三人	sjrf
三日	sjri
三四	sjsi
三岁	sjsv
耸肩缩背	sjsb
随叫随到	sjsd
所见所闻	sjsw
三套	sjtc
丧尽天良	sjtl
三通	sjts
三十	sjui
三种	sjvs|sjv
散装	sjvl
丧家之犬	sjvq
三周	sjvz
三张	sjvh
散文	sjwf
三万	sjwj
三位	sjww
三角形	sjx
散心	sjxb
三星	sjxk
三峡	sjxx
三亚	sjya|sjy
随机应变	sjyb
三月	sjyt
送旧迎新	sjyx
司空见惯	skjg
萨克斯	sksi|sks
思考题	skti|skt
随口一说	skyu
算了吧	slba|slb
酸了吧唧	slbj
斯洛伐克	slfk
三连冠	slgr|slg
三轮车	slie|sli
三六九等	sljd
酸溜溜	sllq|sll
斯里兰卡	sllk
斯洛克	slke|slk
松了口气	slkq
塞拉利昂	slla
所罗门	slmf|slm
苏里南	slnj|sln
色厉内荏	slnr
四轮驱动	slqd
死里求生	slqu
算了算	slsr|sls
耸了耸肩	slsj
死里逃生	sltu
三令五申	slwu
斯洛文尼亚	slwy
思来想去	slxq
司令员	slyr|sly
死路一条	slyt
松了一口气	slyq
撒拉族	slzu|slz
四面八方	smbf
死马当活马医	smdy|smd
四面楚歌	smig
四目交投	smjt
索马里	smli|sml
色眯眯	smmi|smm
驷马难追	smnv
岁末年初	smni
素昧平生	smpu
三明治	smvi|smv
司马昭之心	smvx
司马昭之心，路人皆知	smvv
丧门星	smxk
四目相对	smxd
三年不开张	snbv
三年级	snj
死脑筋	snjb
四年级	snji
塞内加尔	snje
斯诺克	snke|snk
三年清知府，十万雪花银	snqy|snq
锁边	sobm
所赐	soci
索道	sodc
所得	sode
锁定	sodk
缩短	sodr
缩放	sofh|sof
所犯	sofj
锁骨	sogu|sog
所获	soho
索还	sohr
缩回	sohv
所处	soiu|soi
所成	soig
缩进	sojb
缩减	sojm
索价	sojx
锁孔	soks
所列	solp|sol
缩量	soll
锁链	solm
缩略	solt
锁门	somf
唢呐	sona
所能	song|son
锁屏	sopk|sop
索赔	sopw
所欠	soqm
索然	sorj|sor
琐碎	sosv
锁体	soti
所托	soto
锁帖	sotp
锁头	sotz
锁上	souh
琐事	soui
所说	souo
所属	souu
缩水	souv
所受	souz
所长	sovh
所致	sovi
锁住	sovu
所闻	sowf
索性	soxk
所限	soxm
缩小	soxn
缩写	soxp
所学	soxt
所需	soxu
索引	soyb
索要	soyc
缩影	soyk
所愿	soyr
所有	soyz|s
所在	sozd|soz
梭子	sozi
所做	sozo
四平八稳	spbw
撕破脸	splm|spl
死皮赖脸	spll
撕破脸皮	splp
塞浦路斯	spls
死乞白赖	sqbl
俗气得很	sqdh
三七二十一	sqey|sqe
死去活来	sqhl
死气沉沉	sqii
三七开	sqkd|sqk
算起来	sqld|sql
撒泡尿照照	spnv|spn
死翘翘	sqqn|sqq
丧权辱国	sqrg
三妻四妾	sqsq
思前想后	sqxh
三缺一	sqyi|sqy
损人不利己	srbj
酸菜	srcd
算错	srco
酸度	srdu|srd
算定	srdk
算法	srfa|srf
算卦	srgx|srg
算话	srhx|srh
酸楚	sriu
三人成虎	srih
酸臭	sriz
算计	srji|srj
酸苦	srku|srk
酸辣	srla
算来	srld
损人利己	srlj
算命	srmk
酸麻	srma
蒜苗	srmn
酸奶	srnd|srn
蒜泥	srni
算盘	srpj|srp
肃然起敬	srqj
思如泉涌	srqy
酸软	srrr|srr
算算	srsr|srs
酸涩	srse
色若死灰	srsh
酸痛	srts|srt
酸疼	srtg
酸甜	srtm
蒜薹	srtd
耸人听闻	srtw
蒜头	srtz
算啥	srua
算是	srui
算数	sruu
算账	srvh
酸味	srww|srw
三人行	srx
酸性	srxk
三人行，必有我师	srxu
酸雨	sryu
算作	srzo|srz
酸枣	srzc
随随便便	ssbb
怂包	ssbc
松柏	ssbd
松绑	ssbh
送别	ssbp
四散奔逃	ssbt
宋词	ssci
送达	ssda
送到	ssdc
松动	ssds
诵读	ssdu
三思而行	ssex
送饭	ssfj
四四方方	ssff
瑟瑟发抖	ssfd
送给	ssgw|ssg
颂歌	ssge
送股	ssgu
送回	sshv|ssh
送货	ssho
送还	sshr
送花	sshx
送出	ssiu|ssi
宋朝	ssic
松弛	ssii
耸耸肩	ssj
送进	ssjb
诵经	ssjk
送检	ssjm
送交	ssjn
松开	sskd|ssk
送客	sske
松松垮垮	sskk
松口	sskz
松林	sslb
送来	ssld
送礼	ssli
松露	sslu
三三两两	ssll
送命	ssmk
松木	ssmu
岁岁年年	ssnn
三四年	ssn
岁岁年年人不同	ssnt
送去	ssqu|ssq
送人	ssrf
悚然	ssrj
松茸	ssrs
丝丝入扣	ssrk
松软	ssrr
三四岁	sssv|sss
松散	sssj
送死	sssi
所思所想	sssx
宋体	ssti
松涛	sstc
松脱	ssto
三四十	ssui
送审	ssuf
送上	ssuh
嵩山	ssuj
松鼠	ssuu
送水	ssuv
松手	ssuz
送终	ssvs|ssv
送信	ssxb
送行	ssxk
松香	ssxl
松懈	ssxp
三岁小孩	ssxh
三岁小孩都知道	ssxd
颂扬	ssyh
怂恿	ssys
虽死犹生	ssyu
搜索引擎	ssyq
送走	sszz
送葬	sszh
松子	sszi
四通八达	stbd
四体不勤	stbq
三天打鱼	stdy
三天打鱼，两天晒网	stdw
酸甜苦辣	stkl
酸甜苦辣咸	stkx
三条路	stlu|stl
三头六臂	stlb
三天两头	stlt
随他去	stqu|stq
随他去吧	stqb
酸痛酸痛	stst
三天三夜	stsy
扫堂腿	stt
四条腿	sttv
缩头乌龟	stwg
缩头缩脑	stsn
斯坦福大学	stfx|stf
撒手不管	subg
四时八节	subj
四十不惑	subh
素材	sucd
素餐	sucj
酥脆	sucv
苏打	suda
速递	sudi
苏丹	sudj
速冻	suds
速度	sudu|sd
塞舌尔	suer|sue
似是而非	suef
三十而立	suel
撒手而去	sueq
塑封	sufg
随声附和	sufh
素服	sufu
私生活	suho|suh
苏杭	suhh
速回	suhv
俗话	suhx
俗称	suig|sui
速查	suia
宿仇	suiz
速记	suji
肃静	sujk
塑胶	sujn
速决	sujt
俗家	sujx
诉苦	suku
塑料	suln|sul
素来	suld
肃立	suli
三十六计	sulj
苏联	sulm
速录	sulu
速率	sulv
送上门	sumf|sum
素描	sumn
酥麻	suma
宿命	sumk
素面	summ
肃穆	sumu
送上门来	suml
三十年	sun
俗念	sunm
随手拈来	sunl
搔首弄姿	sunz
似水年华	sunh
私生女	sunv
诉求	suqq|suq
俗气	suqi
俗人	surf
撒手人寰	surh
肃然	surj
似水柔情	surq
酥软	surr
速溶	surs
诉讼	suss
随时随地	susd
缩手缩脚	susj
速算	susr
速速	susu
随身听	sutk|sut
俗套	sutc
四世同堂	sutt
肃杀	suua
宿舍	suue
塑身	suuf
素食	suui
诉说	suuo
素数	suuu
素质	suvi
诉诸	suvu
苏州	suvz
所剩无几	suwj
四舍五入	suwr
俗物	suwu
死水微澜	suwl
碎尸万段	suwd
苏醒	suxk
塑像	suxl
速效	suxn
素馅	suxm
苏绣	suxq
酥胸	suxs
素雅	suya
素颜	suyj
素养	suyh
宿营	suyk
俗语	suyu
三生有幸	suyx
素有	suyz
塑造	suzc
私生子	suzi
随笔	svbi
碎步	svbu
四肢百骸	svbh
所知不多	svbd
死猪不怕开水烫	svbt
随从	svcs
隧道	svdc
随地	svdi
隧洞	svds
随之而来	svel
随风	svfg|svf
随访	svfh
随感	svgj
丝竹管弦	svgx
虽好	svhc
随和	svhe
随后	svhz
碎花	svhx
隋朝	svic
随处	sviu
随机	svji
三贞九烈	svjl
随军	svjy
碎块	svkk
随口	svkz
碎了	svle|svl
碎裂	svlp
岁末	svmo|svm
虽能	svng|svn
三战全胜	svqu
虽然	svrj|sr|svr
岁岁	svsv
速战速决	svsj
随同	svts|svt
隋唐	svth
随时	svui
随身	svuf
虽说	svuo
岁数	svuu
随手	svuz
随着	svve|sv|svv
随之	svvi
虽无	svwu
四肢无力	svwl
随心	svxb|svx
随行	svxk
随想	svxl
碎屑	svxp
馊主意	svy
随意	svyi
随缘	svyr
岁月	svyt
虽有	svyz
虽则	svze
随葬	svzh
死无对证	swdv
三五成群	swiq
肆无忌惮	swjd
孙悟空	swks|swk
死亡率	swlv|swl
死无全尸	swqu
四五岁	swsv|sws
斯文扫地	swsd
四五十	swui|swu|swus
塞翁失马	swum
斯威士兰	swul
算无遗策	swyc
送往迎来	swyl
三位一体	swyt
死无葬身之地	swzd|swz
死性不改	sxbg
丧心病狂	sxbk
三心二意	sxey
似笑非笑	sxfx
四星级	sxji
三星级	sxj
思想家	sxjx
私下里	sxli|sxl
思想境界	sxjj
撕心裂肺	sxlf
所向披靡	sxpm
思贤如渴	sxrk
随心所欲	sxsy
死心塌地	sxtd
三小时	sxui|sxu
私相授受	sxuu
色香味	sxww|sxw
所向无敌	sxwd
三下五除二	sxwe
思绪万千	sxwq
思想性	sxxk|sxx
死心眼	sxyj|sxy
夙兴夜寐	sxym
私心杂念	sxzn
死于安乐	syal
岁月不饶人	sybr|syb
所以动心忍性	sydx|syd
孙儿	syer|sye
随遇而安	syea
四月份	syff
死于非命	syfm
塞牙缝	syfg
私有化	syhx|syh
损耗	syhc
损害	syhd
损坏	syhk
损毁	syhv
所言极是	syju
