拆分：乛豕	彖
拆分：阝乍	阼
拆分：阝口	阽
拆分：阝口	阿
拆分：阝匕	陀
拆分：阝又	陂
拆分：阝寸	附
拆分：阝小	际
拆分：阝击	陆
拆分：阝东	陈
拆分：阝工	陉
拆分：阝百	陌
拆分：阝朱	陎
拆分：阝而	陑
拆分：阝人	陔
拆分：阝夹	陕
拆分：阝土	陞
拆分：阝人	陡
拆分：阝儿	院
拆分：阝人	陨
拆分：阝又	陬
拆分：阝垂	陲
拆分：阝十	陴
拆分：阝刂	隃
拆分：阝生	隆
拆分：阝月	隋
拆分：阝王	隍
拆分：阝心	隐
拆分：阝鬼	隗
拆分：阝皿	隘
拆分：阝小	隙
拆分：阝十	障
拆分：阝辶	隧
拆分：阝大	隩
拆分：阝灬	隰
拆分：一丶	雨
拆分：雨彐	雪
拆分：雨文	雯
拆分：雨方	雱
拆分：雨力	雳
拆分：雨龴	零
拆分：雨田	雷
拆分：雨巳	雹
拆分：雨力	雾
拆分：雨而	需
拆分：雨月	霄
拆分：雨口	霅
拆分：雨廴	霆
拆分：雨丨	霈
拆分：雨女	霎
拆分：雨非	霏
拆分：雨儿	霓
拆分：雨木	霖
拆分：雨目	霜
拆分：雨寸	霨
拆分：雨攵	霰
拆分：雨口	露
拆分：雨月	霸
拆分：雨里	霾
拆分：立月	靖
拆分：龶人	靛
拆分：革干	靬
拆分：革兀	靰
拆分：革匕	靴
拆分：革巴	靶
拆分：革末	靺
拆分：革半	靽
拆分：革力	靿
拆分：革又	鞁
拆分：革央	鞅
拆分：革土	鞋
拆分：革女	鞍
拆分：革辶	鞑
拆分：革乛	鞔
拆分：革月	鞘
拆分：革立	鞡
拆分：革木	鞣
拆分：革口	鞫
拆分：革廴	鞬
拆分：革更	鞭
拆分：革人	鞮
拆分：革子	鞯
拆分：韦丶	韨
拆分：立日	音
拆分：立冫	韵
拆分：立口	韶
拆分：王人	顼
拆分：二人	顽
拆分：厂人	顾
拆分：八人	颁
拆分：八人	颂
拆分：龴人	预
拆分：人人	领
拆分：士人	颉
拆分：壬人	颋
拆分：人人	颌
拆分：匕人	颎
拆分：亠人	颏
拆分：止人	频
拆分：人人	颔
拆分：果人	颗
拆分：禺人	颙
拆分：产人	颜
拆分：宀人	额
拆分：艹人	颟
拆分：十人	颠
拆分：又人	颡
拆分：日人	颢
拆分：亠人	颤
拆分：雨人	颥
拆分：艹人	颧
拆分：几乂	风
拆分：几口	飐
拆分：几巳	飑
拆分：几八	飓
拆分：几心	飔
拆分：几田	飗
拆分：西乂	飘
拆分：饣几	饥
拆分：饣气	饩
拆分：饣夭	饫
拆分：饣力	饬
拆分：饣又	饭
拆分：饣人	饮
拆分：饣戋	饯
拆分：饣巾	饰
拆分：饣巳	饱
拆分：饣口	饲
拆分：饣出	饳
拆分：饣口	饴
拆分：饣耳	饵
拆分：饣兀	饶
拆分：饣口	饷
拆分：饣口	饸
拆分：饣口	饹
拆分：饣乂	饺
拆分：饣𧘇	饻
拆分：饣女	馁
拆分：饣果	馃
拆分：饣匕	馄
拆分：饣人	馈
拆分：饣骨	馉
拆分：饣大	馍
拆分：饣田	馏
拆分：饣丑	馐
拆分：饣一	馑
拆分：饣又	馒
拆分：饣攵	馓
拆分：丷自	首
拆分：禾皿	馧
拆分：马又	驭
拆分：马大	驮
拆分：马日	驲
拆分：马乂	驳
拆分：马户	驴
拆分：马且	驵
拆分：马史	驶
拆分：马儿	驷
拆分：马寸	驸
拆分：马口	驹
拆分：马主	驻
拆分：马匕	驼
拆分：女马	驽
拆分：力马	驾
拆分：马口	骀
拆分：马兀	骁
拆分：马大	骃
拆分：马十	骅
拆分：马口	骆
拆分：马人	骇
拆分：马马	骉
拆分：马十	骍
拆分：马又	骎
拆分：马八	骐
拆分：马口	骑
拆分：马果	骒
拆分：马肃	骕
拆分：马艹	骗
拆分：马田	骝
拆分：马习	骟
拆分：马小	骠
拆分：马小	骡
拆分：马目	骦
拆分：骨又	骰
拆分：骨口	骷
拆分：骨人	骸
拆分：骨口	骺
拆分：骨口	骼
拆分：骨十	髀
拆分：骨果	髁
拆分：骨口	髂
拆分：骨女	髅
拆分：骨八	髌
拆分：亠口	高
拆分：鬼未	魅
拆分：鬼月	魈
拆分：鬼两	魉
拆分：鬼丶	魑
拆分：𠂊一	鱼
拆分：鱼刀	鱽
拆分：鱼己	鱾
拆分：鱼日	鲁
拆分：鱼方	鲂
拆分：鱼巴	鲃
拆分：鱼平	鲆
拆分：鱼口	鲇
拆分：鱼尸	鲈
拆分：鱼乍	鲊
拆分：鱼寸	鲋
拆分：鱼白	鲌
拆分：鱼巳	鲍
拆分：鱼又	鲏
拆分：鱼口	鲐
拆分：鱼土	鲑
拆分：鱼口	鲒
拆分：鱼月	鲔
拆分：鱼而	鲕
拆分：鱼口	鲖
拆分：鱼刂	鲗
拆分：鱼口	鲘
拆分：鱼厶	鲙
拆分：鱼乂	鲛
拆分：⺶鱼	鲝
拆分：鱼寸	鲟
拆分：鱼更	鲠
拆分：鱼辶	鲢
拆分：鱼土	鲣
拆分：鱼里	鲤
拆分：鱼寸	鲥
拆分：鱼朩	鲦
拆分：鱼小	鲧
拆分：氵鱼	鲨
拆分：鱼儿	鲩
拆分：鱼口	鲪
拆分：鱼卩	鲫
拆分：鱼月	鲭
拆分：鱼八	鲯
拆分：鱼又	鲰
拆分：鱼非	鲱
拆分：鱼匕	鲲
拆分：鱼日	鲳
拆分：鱼口	鲴
拆分：鱼儿	鲵
拆分：鱼口	鲷
拆分：鱼小	鲸
拆分：鱼人	鲼
拆分：鱼木	鲽
拆分：鱼厶	鲿
拆分：鱼人	鳀
拆分：鱼心	鳃
拆分：鱼火	鳅
拆分：鱼王	鳇
拆分：鱼水	鳈
拆分：鱼寸	鳉
拆分：鱼艹	鳊
拆分：鱼习	鳎
拆分：鱼丶	鳏
拆分：鱼缶	鳐
拆分：鱼方	鳑
拆分：鱼乀	鳒
拆分：鱼力	鳓
拆分：鱼小	鳔
拆分：鱼彐	鳕
拆分：鱼又	鳗
拆分：丿鱼	鳘
拆分：鱼寸	鳚
拆分：鱼口	鳝
拆分：鱼寸	鳟
拆分：鱼心	鳡
拆分：口鸟	鸣
拆分：尸鸟	鸤
拆分：人鸟	鸧
拆分：匕鸟	鸨
拆分：十鸟	鸪
拆分：东鸟	鸫
拆分：口鸟	鸮
拆分：人鸟	鸰
拆分：勹鸟	鸲
拆分：扌鸟	鸷
拆分：而鸟	鸸
拆分：千鸟	鸹
拆分：彳鸟	鸻
拆分：舟鸟	鸼
拆分：人鸟	鸽
拆分：工鸟	鹀
拆分：𠂒鸟	鹄
拆分：八鸟	鹆
拆分：门鸟	鹇
拆分：丷鸟	鹈
拆分：艹鸟	鹊
拆分：艹鸟	鹋
拆分：日鸟	鹍
拆分：月鸟	鹏
拆分：亠鸟	鹑
拆分：广鸟	鹒
拆分：十鸟	鹕
拆分：日鸟	鹖
拆分：骨鸟	鹘
拆分：丷鸟	鹚
拆分：丿鸟	鹞
拆分：八鸟	鹟
拆分：冫鸟	鹡
拆分：丷鸟	鹢
拆分：丷鸟	鹣
拆分：丶鸟	鹤
拆分：冂鸟	鹦
拆分：广鸟	鹧
拆分：亻鸟	鹪
拆分：亠鸟	鹫
拆分：𧾷鸟	鹭
拆分：亠鸟	鹯
拆分：艹鸟	鹲
拆分：艹鸟	鹳
拆分：雨鸟	鹴
拆分：广匕	麀
拆分：广几	麂
拆分：广禾	麇
拆分：广主	麈
拆分：广米	麋
拆分：广儿	麑
拆分：广八	麒
拆分：木匕	麓
拆分：广小	麖
拆分：广寸	麝
拆分：龶夂	麦
拆分：龶夫	麸
拆分：龶米	麹
拆分：广木	麻
拆分：广么	麽
拆分：艹口	黇
拆分：亻黑	黛
拆分：口电	黾
拆分：儿又	鼗
拆分：士十	鼙
拆分：臼刀	鼢
拆分：臼口	鼩
拆分：臼石	鼫
拆分：臼口	鼯
拆分：臼月	鼱
拆分：臼大	鼷
拆分：自干	鼾
拆分：自口	齁
拆分：止匕	龀
拆分：止且	龃
拆分：止龴	龄
拆分：止巳	龅
拆分：止口	龆
拆分：止匕	龇
拆分：止口	龉
拆分：止人	龊
拆分：止土	龌
拆分：龙八	龚
拆分：𠂊乛	龟
拆分：人艹	龠
拆分：石辶	鿎
拆分：钅夂	鿏
拆分：口攵	㘎
拆分：丰女	㛃
拆分：忄夂	㥄
拆分：丰石	䂮
拆分：石夕	䃎
拆分：纟口	䌹
拆分：月禾	䐃
拆分：艹缶	䓨
拆分：目鸟	䴗
拆分：尸鸟	䴙
拆分：世力	勚
拆分：囗而	圌
拆分：𠂊大	奂
拆分：女口	嫱
拆分：宀人	寁
拆分：广夂	庱
拆分：广八	廙
拆分：木皿	榅
拆分：氵乀	洓
拆分：氵人	灏
拆分：火而	煓
拆分：犭而	猯
拆分：犭人	獭
拆分：礻夂	祾
拆分：纟木	缲
拆分：米习	翷
拆分：月而	腨
拆分：衤百	襫
拆分：𧾷口	蹢
拆分：山人	颛
拆分：饣八	馔
拆分：鱼皿	鳁
拆分：立习	𦒍
拆分：文金	𨭉
拆分：讠一	𬣞
拆分：亠心	𠅤
拆分：氵无	𣲘
拆分：石亏	𥔲
拆分：石木	𥖨
拆分：目阝	𨟠
拆分：钅口	𨱏
拆分：口阝	𫑡
拆分：钅月	𫓶
拆分：钅口	𫔎
拆分：门木	𫔶
拆分：山人	𫖮
拆分：儿人	𫖯
拆分：尹人	𫖳
拆分：马缶	𫘦
拆分：马小	𫘪
拆分：止鱼	𫚖
拆分：犭鸟	𫛭
拆分：十人	𫠆
拆分：氵玉	𬍡
拆分：纟乛	𬘘
拆分：艹鸟	𬟁
拆分：彐阝	𬩽
拆分：钅丨	𬭸
拆分：𠂊人	𬱟
拆分：马口	𬳶
拆分：马石	𬴃
拆分：马丨	𬴊
拆分：甫鸟	𬷕
拆分：匚鸟	𬸘
拆分：犭鸟	𬸚
拆分：宀鸟	𬸣
拆分：方鸟	𬸦
拆分：丿鸟	𬸪
拆分：止丨	𬹼
拆分：目	𪾢
拆分：日	𬀪
拆分：石	𬒗
拆分：马	𬳿
拆分：讠艮	𬣳
拆分：鱼乛	𫚭
拆分：亻匕	伦
拆分：亻必	佖
拆分：亠力	勍
拆分：面力	勔
拆分：匚也	匜
拆分：土口	埫
拆分：片甫	牖
拆分：米而	糯
拆分：山习	翙
拆分：九几	虓
拆分：了凵	𠙶
拆分：口阝	𠳐
拆分：土艹	𡎚
拆分：土乀	𡐓
拆分：木儿	𣗋
拆分：氵韦	𣲗
拆分：氵人	𣸣
拆分：王巾	𤧛
拆分：王犬	𤩽
拆分：王又	𤫉
拆分：石日	𥕢
拆分：米一	𥻗
拆分：纟而	𦈡
拆分：月口	𦙶
拆分：月女	𦝼
拆分：艹八	𦭜
拆分：艹阝	𦰡
拆分：𧾷母	𧿹
拆分：车兀	𨐈
拆分：十阝	𨙸
拆分：厶阝	𨚕
拆分：钅求	𨱇
拆分：钅八	𨱑
拆分：钅寸	𨱔
拆分：阝儿	𨺙
拆分：鱼女	𩽾
拆分：鱼乛	𩾃
拆分：鱼乀	𩾌
拆分：龶力	𪟝
拆分：土女	𪣻
拆分：山曲	𪨰
拆分：山车	𪨶
拆分：山犬	𪩘
拆分：纟廴	𫄧
拆分：纟巾	𫄨
拆分：纟心	𫄷
拆分：纟灬	𫄸
拆分：艹为	𫇭
拆分：衤人	𫌀
拆分：讠口	𫍣
拆分：讠口	𫍯
拆分：讠又	𫍲
拆分：车兀	𫐄
拆分：车儿	𫐐
拆分：车木	𫐓
拆分：钅夫	𫓧
拆分：钅土	𫓯
拆分：钅八	𫓹
拆分：钅田	𫔍
拆分：饣束	𫗧
拆分：饣一	𫗴
拆分：马文	𫘜
拆分：马夬	𫘝
拆分：马氺	𫘧
拆分：马人	𫘨
拆分：马大	𫘬
拆分：鱼巾	𫚕
拆分：王两	𫞩
拆分：纟小	𫟅
拆分：车辶	𫟦
拆分：钅八	𫟹
拆分：钅辶	𫟼
拆分：马幺	𫠊
拆分：止儿	𫠜
拆分：亻丨	𫢸
拆分：口心	𫫇
拆分：土乂	𫭟
拆分：土匕	𫭢
拆分：土力	𫭼
拆分：土丨	𫮃
拆分：女工	𫰛
拆分：山力	𫵷
拆分：山巾	𫶇
拆分：广人	𫷷
拆分：弓乂	𫸩
拆分：日韦	𬀩
拆分：木夹	𬂩
拆分：木人	𬃊
拆分：氵万	𬇕
拆分：氵人	𬇙
拆分：氵玉	𬇹
拆分：火乂	𬉼
拆分：火寸	𬊈
拆分：火丨	𬊤
拆分：牙口	𬌗
拆分：王乐	𬍛
拆分：王寸	𬍤
拆分：石月	𬒔
拆分：𥫗人	𬕂
拆分：纟川	𬘓
拆分：纟大	𬘡
拆分：纟廴	𬘩
拆分：纟儿	𬘫
拆分：纟月	𬘬
拆分：纟木	𬘭
拆分：纟子	𬘯
拆分：纟八	𬙂
拆分：纟土	𬙊
拆分：纟𧘇	𬙋
拆分：艹口	𬜬
拆分：艹两	𬜯
拆分：艹人	𬞟
拆分：虫东	𬟽
拆分：讠于	𬣙
拆分：讠戋	𬣡
拆分：讠土	𬤇
拆分：讠人	𬤊
拆分：讠心	𬤝
拆分：车氏	𬨂
拆分：车酉	𬨎
拆分：酉农	𬪩
拆分：钅弋	𬬩
拆分：钅匕	𬬭
拆分：钅长	𬬮
拆分：钅斤	𬬱
拆分：钅术	𬬸
拆分：钅申	𬬹
拆分：钅尸	𬬻
拆分：钅口	𬬿
拆分：钅母	𬭁
拆分：钅土	𬭊
拆分：钅厶	𬭎
拆分：钅子	𬭚
拆分：钅又	𬭛
拆分：钅矢	𬭤
拆分：钅习	𬭩
拆分：钅彐	𬭬
拆分：钅攵	𬭯
拆分：钅口	𬭳
拆分：钅黑	𬭶
拆分：钅辶	𬭼
拆分：门土	𬮱
拆分：阝己	𬮿
拆分：阝丨	𬯀
拆分：阝人	𬯎
拆分：由人	𬱖
拆分：马丕	𬳵
拆分：马儿	𬳽
拆分：马非	𬴂
拆分：鱼口	𬶋
拆分：鱼匕	𬶍
拆分：鱼乛	𬶏
拆分：鱼丶	𬶐
拆分：鱼刂	𬶟
拆分：鱼柬	𬶠
拆分：鱼小	𬶭
拆分：鱼口	𬶮
拆分：止口	𬺈
拆分：止人	𬺓
拆分：土丿	𪤗
拆分：讠𧘇	𫍽
